experiment_id,prompt_version,bin_center,bin_confidence,bin_accuracy,bin_count
mock_main__000,prompt_a_zero_shot,0.05,,,0
mock_main__000,prompt_a_zero_shot,0.15000000000000002,,,0
mock_main__000,prompt_a_zero_shot,0.25,,,0
mock_main__000,prompt_a_zero_shot,0.35000000000000003,0.38126666666666664,0.0,3
mock_main__000,prompt_a_zero_shot,0.45,0.4584933333333334,0.4666666666666667,15
mock_main__000,prompt_a_zero_shot,0.55,0.558934693877551,0.5306122448979592,49
mock_main__000,prompt_a_zero_shot,0.6500000000000001,0.66004453125,0.55078125,256
mock_main__000,prompt_a_zero_shot,0.75,0.7402839285714286,0.5401785714285714,224
mock_main__000,prompt_a_zero_shot,0.8500000000000001,0.8375681818181818,0.3409090909090909,44
mock_main__000,prompt_a_zero_shot,0.95,0.9325666666666668,0.6666666666666666,9
mock_main__001,prompt_a_zero_shot,0.05,,,0
mock_main__001,prompt_a_zero_shot,0.15000000000000002,,,0
mock_main__001,prompt_a_zero_shot,0.25,,,0
mock_main__001,prompt_a_zero_shot,0.35000000000000003,0.38343333333333335,0.0,3
mock_main__001,prompt_a_zero_shot,0.45,0.456225,0.375,16
mock_main__001,prompt_a_zero_shot,0.55,0.5624479166666666,0.5833333333333334,48
mock_main__001,prompt_a_zero_shot,0.6500000000000001,0.6597823770491803,0.5655737704918032,244
mock_main__001,prompt_a_zero_shot,0.75,0.7426758928571429,0.5892857142857143,224
mock_main__001,prompt_a_zero_shot,0.8500000000000001,0.8361779999999998,0.5,50
mock_main__001,prompt_a_zero_shot,0.95,0.9280733333333333,0.5333333333333333,15
mock_main__002,prompt_a_zero_shot,0.05,,,0
mock_main__002,prompt_a_zero_shot,0.15000000000000002,,,0
mock_main__002,prompt_a_zero_shot,0.25,,,0
mock_main__002,prompt_a_zero_shot,0.35000000000000003,0.38458333333333333,0.3333333333333333,6
mock_main__002,prompt_a_zero_shot,0.45,0.4655160000000001,0.4,25
mock_main__002,prompt_a_zero_shot,0.55,0.5546372093023255,0.5581395348837209,43
mock_main__002,prompt_a_zero_shot,0.6500000000000001,0.6588663829787235,0.5872340425531914,235
mock_main__002,prompt_a_zero_shot,0.75,0.7427545833333333,0.525,240
mock_main__002,prompt_a_zero_shot,0.8500000000000001,0.8321295454545453,0.5,44
mock_main__002,prompt_a_zero_shot,0.95,0.9365,0.42857142857142855,7
mock_main__003,prompt_a_zero_shot,0.05,,,0
mock_main__003,prompt_a_zero_shot,0.15000000000000002,,,0
mock_main__003,prompt_a_zero_shot,0.25,,,0
mock_main__003,prompt_a_zero_shot,0.35000000000000003,0.3361,0.0,1
mock_main__003,prompt_a_zero_shot,0.45,0.47679230769230774,0.5384615384615384,13
mock_main__003,prompt_a_zero_shot,0.55,0.5649181818181818,0.5151515151515151,33
mock_main__003,prompt_a_zero_shot,0.6500000000000001,0.663217578125,0.6015625,256
mock_main__003,prompt_a_zero_shot,0.75,0.7392216101694915,0.4872881355932203,236
mock_main__003,prompt_a_zero_shot,0.8500000000000001,0.83677,0.34,50
mock_main__003,prompt_a_zero_shot,0.95,0.9212636363636363,0.6363636363636364,11
mock_main__004,prompt_b_few_shot,0.05,,,0
mock_main__004,prompt_b_few_shot,0.15000000000000002,,,0
mock_main__004,prompt_b_few_shot,0.25,,,0
mock_main__004,prompt_b_few_shot,0.35000000000000003,0.3892,0.5,2
mock_main__004,prompt_b_few_shot,0.45,0.46369130434782607,0.43478260869565216,23
mock_main__004,prompt_b_few_shot,0.55,0.5538483870967743,0.5806451612903226,62
mock_main__004,prompt_b_few_shot,0.6500000000000001,0.6588796610169493,0.5508474576271186,236
mock_main__004,prompt_b_few_shot,0.75,0.7457218340611353,0.6200873362445415,229
mock_main__004,prompt_b_few_shot,0.8500000000000001,0.8460542857142856,0.5428571428571428,35
mock_main__004,prompt_b_few_shot,0.95,0.9319000000000001,0.46153846153846156,13
mock_main__005,prompt_b_few_shot,0.05,,,0
mock_main__005,prompt_b_few_shot,0.15000000000000002,,,0
mock_main__005,prompt_b_few_shot,0.25,,,0
mock_main__005,prompt_b_few_shot,0.35000000000000003,0.39505,1.0,2
mock_main__005,prompt_b_few_shot,0.45,0.4663235294117647,0.35294117647058826,34
mock_main__005,prompt_b_few_shot,0.55,0.5621865671641791,0.746268656716418,67
mock_main__005,prompt_b_few_shot,0.6500000000000001,0.6583288617886178,0.5934959349593496,246
mock_main__005,prompt_b_few_shot,0.75,0.7403127358490567,0.5613207547169812,212
mock_main__005,prompt_b_few_shot,0.8500000000000001,0.8279967741935484,0.4838709677419355,31
mock_main__005,prompt_b_few_shot,0.95,0.9234625,0.625,8
mock_main__006,prompt_b_few_shot,0.05,,,0
mock_main__006,prompt_b_few_shot,0.15000000000000002,,,0
mock_main__006,prompt_b_few_shot,0.25,,,0
mock_main__006,prompt_b_few_shot,0.35000000000000003,0.37155,0.25,4
mock_main__006,prompt_b_few_shot,0.45,0.46414615384615376,0.46153846153846156,26
mock_main__006,prompt_b_few_shot,0.55,0.5557793103448275,0.46551724137931033,58
mock_main__006,prompt_b_few_shot,0.6500000000000001,0.6612901287553649,0.5407725321888412,233
mock_main__006,prompt_b_few_shot,0.75,0.7391805429864253,0.5384615384615384,221
mock_main__006,prompt_b_few_shot,0.8500000000000001,0.8348450980392155,0.5490196078431373,51
mock_main__006,prompt_b_few_shot,0.95,0.9162714285714285,0.42857142857142855,7
mock_main__007,prompt_b_few_shot,0.05,,,0
mock_main__007,prompt_b_few_shot,0.15000000000000002,,,0
mock_main__007,prompt_b_few_shot,0.25,,,0
mock_main__007,prompt_b_few_shot,0.35000000000000003,0.364,0.0,2
mock_main__007,prompt_b_few_shot,0.45,0.45960909090909097,0.36363636363636365,33
mock_main__007,prompt_b_few_shot,0.55,0.5582000000000001,0.5909090909090909,44
mock_main__007,prompt_b_few_shot,0.6500000000000001,0.661723849372385,0.5523012552301255,239
mock_main__007,prompt_b_few_shot,0.75,0.7412742358078604,0.5240174672489083,229
mock_main__007,prompt_b_few_shot,0.8500000000000001,0.8318958333333333,0.4583333333333333,48
mock_main__007,prompt_b_few_shot,0.95,0.93064,0.0,5
mock_main__008,prompt_c_evidence_constrained,0.05,,,0
mock_main__008,prompt_c_evidence_constrained,0.15000000000000002,,,0
mock_main__008,prompt_c_evidence_constrained,0.25,,,0
mock_main__008,prompt_c_evidence_constrained,0.35000000000000003,0.39117999999999997,0.4,5
mock_main__008,prompt_c_evidence_constrained,0.45,0.46347142857142865,0.4857142857142857,35
mock_main__008,prompt_c_evidence_constrained,0.55,0.5503575342465753,0.4794520547945205,73
mock_main__008,prompt_c_evidence_constrained,0.6500000000000001,0.6584305084745764,0.5720338983050848,236
mock_main__008,prompt_c_evidence_constrained,0.75,0.741222009569378,0.5789473684210527,209
mock_main__008,prompt_c_evidence_constrained,0.8500000000000001,0.8381555555555555,0.5555555555555556,36
mock_main__008,prompt_c_evidence_constrained,0.95,0.9427166666666666,0.6666666666666666,6
mock_main__009,prompt_c_evidence_constrained,0.05,,,0
mock_main__009,prompt_c_evidence_constrained,0.15000000000000002,,,0
mock_main__009,prompt_c_evidence_constrained,0.25,,,0
mock_main__009,prompt_c_evidence_constrained,0.35000000000000003,0.38905,0.0,2
mock_main__009,prompt_c_evidence_constrained,0.45,0.46196511627906983,0.3953488372093023,43
mock_main__009,prompt_c_evidence_constrained,0.55,0.559235593220339,0.6101694915254238,59
mock_main__009,prompt_c_evidence_constrained,0.6500000000000001,0.658926724137931,0.5689655172413793,232
mock_main__009,prompt_c_evidence_constrained,0.75,0.7416205479452054,0.5616438356164384,219
mock_main__009,prompt_c_evidence_constrained,0.8500000000000001,0.8270657142857143,0.6571428571428571,35
mock_main__009,prompt_c_evidence_constrained,0.95,0.92322,0.6,10
mock_main__010,prompt_c_evidence_constrained,0.05,,,0
mock_main__010,prompt_c_evidence_constrained,0.15000000000000002,,,0
mock_main__010,prompt_c_evidence_constrained,0.25,,,0
mock_main__010,prompt_c_evidence_constrained,0.35000000000000003,0.3813,1.0,1
mock_main__010,prompt_c_evidence_constrained,0.45,0.45226249999999996,0.3333333333333333,24
mock_main__010,prompt_c_evidence_constrained,0.55,0.5547287671232877,0.5616438356164384,73
mock_main__010,prompt_c_evidence_constrained,0.6500000000000001,0.6578077272727273,0.5863636363636363,220
mock_main__010,prompt_c_evidence_constrained,0.75,0.7415599173553719,0.5371900826446281,242
mock_main__010,prompt_c_evidence_constrained,0.8500000000000001,0.8293538461538461,0.46153846153846156,39
mock_main__010,prompt_c_evidence_constrained,0.95,0.9458,0.0,1
mock_main__011,prompt_c_evidence_constrained,0.05,,,0
mock_main__011,prompt_c_evidence_constrained,0.15000000000000002,,,0
mock_main__011,prompt_c_evidence_constrained,0.25,,,0
mock_main__011,prompt_c_evidence_constrained,0.35000000000000003,0.39244999999999997,0.0,2
mock_main__011,prompt_c_evidence_constrained,0.45,0.4602333333333334,0.43333333333333335,30
mock_main__011,prompt_c_evidence_constrained,0.55,0.5599936170212766,0.5319148936170213,47
mock_main__011,prompt_c_evidence_constrained,0.6500000000000001,0.6613892430278885,0.5856573705179283,251
mock_main__011,prompt_c_evidence_constrained,0.75,0.7422159817351598,0.5296803652968036,219
mock_main__011,prompt_c_evidence_constrained,0.8500000000000001,0.8296702127659573,0.44680851063829785,47
mock_main__011,prompt_c_evidence_constrained,0.95,0.938,0.75,4
mock_main__012,prompt_d_conservative,0.05,,,0
mock_main__012,prompt_d_conservative,0.15000000000000002,,,0
mock_main__012,prompt_d_conservative,0.25,,,0
mock_main__012,prompt_d_conservative,0.35000000000000003,0.39490000000000003,0.3333333333333333,3
mock_main__012,prompt_d_conservative,0.45,0.472678125,0.40625,32
mock_main__012,prompt_d_conservative,0.55,0.5553941176470588,0.6176470588235294,68
mock_main__012,prompt_d_conservative,0.6500000000000001,0.6562318897637794,0.5787401574803149,254
mock_main__012,prompt_d_conservative,0.75,0.7397069999999999,0.56,200
mock_main__012,prompt_d_conservative,0.8500000000000001,0.8357794117647058,0.5294117647058824,34
mock_main__012,prompt_d_conservative,0.95,0.9291111111111111,0.3333333333333333,9
mock_main__013,prompt_d_conservative,0.05,,,0
mock_main__013,prompt_d_conservative,0.15000000000000002,,,0
mock_main__013,prompt_d_conservative,0.25,,,0
mock_main__013,prompt_d_conservative,0.35000000000000003,0.3798,0.0,2
mock_main__013,prompt_d_conservative,0.45,0.46104666666666655,0.43333333333333335,30
mock_main__013,prompt_d_conservative,0.55,0.551874025974026,0.5064935064935064,77
mock_main__013,prompt_d_conservative,0.6500000000000001,0.6564797235023041,0.576036866359447,217
mock_main__013,prompt_d_conservative,0.75,0.7399418604651163,0.5441860465116279,215
mock_main__013,prompt_d_conservative,0.8500000000000001,0.8336058823529413,0.5098039215686274,51
mock_main__013,prompt_d_conservative,0.95,0.9369625,0.625,8
mock_main__014,prompt_d_conservative,0.05,,,0
mock_main__014,prompt_d_conservative,0.15000000000000002,,,0
mock_main__014,prompt_d_conservative,0.25,,,0
mock_main__014,prompt_d_conservative,0.35000000000000003,0.3889,1.0,1
mock_main__014,prompt_d_conservative,0.45,0.4586605263157895,0.3684210526315789,38
mock_main__014,prompt_d_conservative,0.55,0.5571481481481482,0.42592592592592593,54
mock_main__014,prompt_d_conservative,0.6500000000000001,0.6586870535714286,0.59375,224
mock_main__014,prompt_d_conservative,0.75,0.7407982532751092,0.5065502183406113,229
mock_main__014,prompt_d_conservative,0.8500000000000001,0.8315510638297874,0.574468085106383,47
mock_main__014,prompt_d_conservative,0.95,0.9187857142857142,0.5714285714285714,7
mock_main__015,prompt_d_conservative,0.05,,,0
mock_main__015,prompt_d_conservative,0.15000000000000002,,,0
mock_main__015,prompt_d_conservative,0.25,,,0
mock_main__015,prompt_d_conservative,0.35000000000000003,0.39580000000000004,1.0,2
mock_main__015,prompt_d_conservative,0.45,0.46100882352941175,0.38235294117647056,34
mock_main__015,prompt_d_conservative,0.55,0.5543968253968254,0.49206349206349204,63
mock_main__015,prompt_d_conservative,0.6500000000000001,0.660829268292683,0.5650406504065041,246
mock_main__015,prompt_d_conservative,0.75,0.7451866666666666,0.5333333333333333,210
mock_main__015,prompt_d_conservative,0.8500000000000001,0.8285767441860464,0.3953488372093023,43
mock_main__015,prompt_d_conservative,0.95,0.93895,0.0,2
mock_ablation__000,prompt_c_evidence_constrained,0.05,,,0
mock_ablation__000,prompt_c_evidence_constrained,0.15000000000000002,,,0
mock_ablation__000,prompt_c_evidence_constrained,0.25,,,0
mock_ablation__000,prompt_c_evidence_constrained,0.35000000000000003,0.38905,0.0,2
mock_ablation__000,prompt_c_evidence_constrained,0.45,0.46196511627906983,0.3953488372093023,43
mock_ablation__000,prompt_c_evidence_constrained,0.55,0.559235593220339,0.6101694915254238,59
mock_ablation__000,prompt_c_evidence_constrained,0.6500000000000001,0.658926724137931,0.5689655172413793,232
mock_ablation__000,prompt_c_evidence_constrained,0.75,0.7416205479452054,0.5616438356164384,219
mock_ablation__000,prompt_c_evidence_constrained,0.8500000000000001,0.8270657142857143,0.6571428571428571,35
mock_ablation__000,prompt_c_evidence_constrained,0.95,0.92322,0.6,10
mock_ablation__001,prompt_c_evidence_constrained,0.05,,,0
mock_ablation__001,prompt_c_evidence_constrained,0.15000000000000002,,,0
mock_ablation__001,prompt_c_evidence_constrained,0.25,,,0
mock_ablation__001,prompt_c_evidence_constrained,0.35000000000000003,0.3828,0.0,1
mock_ablation__001,prompt_c_evidence_constrained,0.45,0.4692,0.6666666666666666,6
mock_ablation__001,prompt_c_evidence_constrained,0.55,0.5507555555555556,0.7777777777777778,9
mock_ablation__001,prompt_c_evidence_constrained,0.6500000000000001,0.659714814814815,0.5555555555555556,27
mock_ablation__001,prompt_c_evidence_constrained,0.75,0.7376409090909092,0.3181818181818182,22
mock_ablation__001,prompt_c_evidence_constrained,0.8500000000000001,0.8358399999999999,0.6,5
mock_ablation__001,prompt_c_evidence_constrained,0.95,0.9234,1.0,2
mock_ablation__002,prompt_c_evidence_constrained,0.05,,,0
mock_ablation__002,prompt_c_evidence_constrained,0.15000000000000002,,,0
mock_ablation__002,prompt_c_evidence_constrained,0.25,,,0
mock_ablation__002,prompt_c_evidence_constrained,0.35000000000000003,0.3840666666666667,0.6666666666666666,6
mock_ablation__002,prompt_c_evidence_constrained,0.45,0.45913703703703707,0.37037037037037035,54
mock_ablation__002,prompt_c_evidence_constrained,0.55,0.5541148514851486,0.5148514851485149,101
mock_ablation__002,prompt_c_evidence_constrained,0.6500000000000001,0.6563784753363229,0.5739910313901345,223
mock_ablation__002,prompt_c_evidence_constrained,0.75,0.7378037735849057,0.5345911949685535,159
mock_ablation__002,prompt_c_evidence_constrained,0.8500000000000001,0.8507638888888889,0.5833333333333334,36
mock_ablation__002,prompt_c_evidence_constrained,0.95,0.9322238095238093,0.6190476190476191,21
mock_ablation__003,prompt_c_evidence_constrained,0.05,,,0
mock_ablation__003,prompt_c_evidence_constrained,0.15000000000000002,,,0
mock_ablation__003,prompt_c_evidence_constrained,0.25,,,0
mock_ablation__003,prompt_c_evidence_constrained,0.35000000000000003,0.395,0.5,2
mock_ablation__003,prompt_c_evidence_constrained,0.45,0.4642888888888889,0.7777777777777778,9
mock_ablation__003,prompt_c_evidence_constrained,0.55,0.5404125,0.75,8
mock_ablation__003,prompt_c_evidence_constrained,0.6500000000000001,0.6549923076923077,0.5769230769230769,26
mock_ablation__003,prompt_c_evidence_constrained,0.75,0.7332624999999999,0.25,16
mock_ablation__003,prompt_c_evidence_constrained,0.8500000000000001,0.8454,0.6666666666666666,3
mock_ablation__003,prompt_c_evidence_constrained,0.95,0.92545,0.625,8
